#{"t_start": 1524090431.0450215, "env_id": "Hopper-v2"}
r,l,t
431.652456,151,118.616077
426.770943,153,118.778535
410.182618,150,118.933144
434.659801,152,119.089334
448.613497,158,119.252044
400.650456,143,119.39909
451.497651,161,119.565402
404.840577,148,119.720516
425.94868,153,120.741851
425.514021,154,120.899806
408.640301,147,121.050576
421.563726,153,121.207483
426.264354,150,121.361043
430.191494,154,121.518834
390.385219,145,121.66827
418.076872,152,121.824737
405.286918,148,121.976918
389.073458,145,122.125921
461.29627,163,122.293685
415.355991,150,122.447594
461.116827,160,122.613102
427.628399,152,123.74294
426.445202,153,123.906376
427.173679,154,124.06497
446.750981,160,124.23797
403.004997,144,124.409431
475.29718,166,124.619191
437.142731,155,124.811223
413.369364,149,124.993416
440.474623,157,125.184198
432.748871,153,125.357917
419.636609,149,125.522109
412.295884,150,125.679376
507.35906,176,125.890029
411.478192,147,126.077883
442.110283,157,127.125297
426.918681,152,127.280757
434.513542,153,127.437377
426.333079,153,127.593959
455.576987,158,127.757235
470.165799,165,127.925739
473.074828,166,128.095487
425.010731,152,128.250805
442.880925,155,128.409728
418.822197,152,128.564834
464.385533,166,128.737984
445.888282,158,128.899853
461.769789,161,129.065289
462.768704,165,130.205545
438.513877,155,130.36413
429.708605,152,130.520128
437.857034,156,130.683347
444.809068,157,130.84462
450.521144,159,131.008472
444.903447,157,131.169597
450.898164,158,131.332964
444.045461,155,131.49226
443.179573,159,131.660676
438.006878,154,131.818155
429.654788,154,131.976637
427.365349,153,132.133418
428.366492,151,133.154354
434.651918,153,133.311163
469.803381,166,133.480993
488.793038,167,133.652844
533.498382,188,133.844956
447.351548,155,134.004056
466.699968,164,134.172206
474.107029,166,134.341408
472.973539,163,134.50765
462.102959,162,134.674939
501.042103,175,134.85421
481.207321,168,135.026163
434.954044,155,136.157941
461.785655,161,136.349151
449.934931,161,136.5509
470.874883,165,136.76511
460.146341,161,136.950128
445.99381,157,137.128581
459.818646,166,137.312303
476.465945,166,137.492147
544.608707,188,137.704415
463.500148,162,137.918564
466.069332,161,138.134628
452.942553,159,138.307497
470.307115,162,138.474425
275.3997,110,139.518026
439.810904,154,139.678799
475.451716,166,139.849909
467.912565,163,140.017423
458.293071,161,140.182541
462.464128,162,140.348824
474.197834,165,140.526258
475.940341,166,140.700828
661.298574,210,140.916324
470.771408,166,141.096963
467.295639,164,141.265764
446.46375,156,141.427686
453.445946,158,142.567166
434.965242,156,142.728273
487.111723,171,142.902501
492.785715,169,143.074413
493.151255,171,143.249339
478.259566,168,143.421446
474.020422,166,143.59025
450.888276,159,143.754535
470.638753,167,143.924643
554.700544,186,144.113431
609.012099,197,144.31286
419.42901,162,144.477871
