#{"t_start": 1524093148.4334223, "env_id": "hc-v3"}
r,l,t
1048.177337,1000,339.496716
1106.363201,1000,341.436383
1111.20527,1000,342.388869
1083.332994,1000,344.203822
1100.022781,1000,345.1466
1057.559314,1000,347.074629
1198.75512,1000,348.025684
1143.907573,1000,349.822364
1076.994037,1000,350.759122
1093.678962,1000,352.670192
1037.755467,1000,353.613308
1080.486541,1000,355.405485
1219.342861,1000,356.346036
1069.65227,1000,358.25877
1079.410348,1000,359.210933
1134.148306,1000,360.155703
1072.492427,1000,361.97539
1157.515532,1000,362.919237
1168.380145,1000,364.852489
1089.30899,1000,365.802331
1153.133078,1000,367.617997
1289.269511,1000,368.561853
1109.187271,1000,370.520425
1181.382072,1000,371.467645
1175.829285,1000,373.259178
1202.751802,1000,374.202283
1354.957534,1000,376.130322
1234.089569,1000,377.081286
1196.720887,1000,378.89796
1120.544063,1000,379.851252
1156.137045,1000,381.763468
1150.918971,1000,382.699694
1415.726632,1000,384.508668
1227.654258,1000,385.447929
1618.226178,1000,387.368637
1111.43705,1000,388.320256
1176.230951,1000,390.135059
1302.387991,1000,391.071404
1202.622789,1000,393.072793
1356.915702,1000,394.051979
1311.682984,1000,395.870585
1236.415531,1000,396.808979
1355.460862,1000,398.727785
1487.898535,1000,399.676374
1180.994391,1000,401.487141
1182.631163,1000,402.423159
1349.984226,1000,404.338812
1255.084559,1000,405.281024
1546.700599,1000,407.077572
1628.234278,1000,408.023822
1492.513327,1000,409.938982
1684.545267,1000,410.880635
1281.823305,1000,412.688744
1455.86089,1000,413.625731
1330.842084,1000,415.528702
1312.474012,1000,416.483775
1442.380113,1000,418.273707
1514.074992,1000,419.207069
1519.324957,1000,420.147875
1609.723702,1000,422.053282
1506.975932,1000,423.00046
1911.853281,1000,424.793239
1427.256774,1000,425.728832
1739.117642,1000,427.635619
1335.617637,1000,428.574921
1924.210272,1000,430.368459
1557.123215,1000,431.304922
1440.773949,1000,433.231237
1535.521998,1000,434.171256
1445.817225,1000,435.963306
1278.451133,1000,436.899195
1563.211621,1000,438.817496
1223.622952,1000,439.850925
1829.827491,1000,441.672853
1685.529949,1000,442.619421
1560.87063,1000,444.626985
2013.255258,1000,445.582586
1989.645541,1000,447.421257
1401.340332,1000,448.391041
2139.29643,1000,450.376735
1908.919662,1000,451.318856
1334.938931,1000,453.165705
1762.203506,1000,454.131111
1551.244443,1000,456.051764
2091.436826,1000,457.038016
2079.626107,1000,458.882529
1830.130621,1000,459.8269
2137.416337,1000,461.805929
1456.217793,1000,462.796681
1579.819944,1000,464.681197
1332.039121,1000,465.665416
1419.315189,1000,467.617329
2108.504617,1000,468.586241
2176.223145,1000,470.419936
2244.204171,1000,471.381835
2196.30361,1000,473.338058
2134.53833,1000,474.283312
2198.369415,1000,476.076596
1696.072108,1000,477.015222
1481.804567,1000,478.928007
1782.672659,1000,479.885268
1396.755741,1000,480.840631
1619.264433,1000,482.665746
2345.244964,1000,483.625721
2345.84795,1000,485.58213
1377.250655,1000,486.546958
1950.017964,1000,488.369934
1411.160413,1000,489.315024
2348.957326,1000,491.247486
2362.861249,1000,492.197151
1400.340847,1000,494.016966
2159.377039,1000,494.960792
1425.546096,1000,496.881109
1503.095028,1000,497.839188
2263.893934,1000,499.64992
2438.744,1000,500.595047
1511.133706,1000,502.565952
2505.463161,1000,503.524883
