#{"t_start": 1524074778.0551548, "env_id": "Ant-v2"}
r,l,t
-23.612765,13,135.10659
-110.381138,63,135.219628
-1746.760398,1000,138.850171
-96.241095,57,138.953394
-43.392862,25,138.996819
-61.746592,57,139.099175
-59.414964,26,139.14597
-55.596267,22,139.185594
-59.395442,32,139.242903
-68.676041,52,139.337338
-44.762592,32,139.395579
-57.842275,24,139.43944
-42.603572,25,139.485253
-1835.127095,1000,142.933139
-147.627815,95,143.124401
-115.106596,50,143.223008
-54.960191,35,143.292063
-214.303348,104,143.498027
-85.531264,46,143.590083
-38.628466,15,143.61949
-65.340704,53,143.723984
-1712.126481,1000,145.592719
-1744.516118,1000,149.134381
-18.755509,27,149.189017
-1822.790494,1000,151.109006
-30.222669,22,151.14975
-2.695753,12,151.171758
-1573.913625,1000,154.784383
-176.852201,130,155.045387
-86.456112,33,155.112922
-104.362104,48,155.209321
-32.904697,20,155.24878
-17.258374,14,155.276464
-30.482115,22,155.32167
-24.637405,17,155.359111
-301.81473,165,155.669997
-69.693885,32,155.731562
-22.493027,18,155.769325
-214.026393,135,156.008907
-349.641516,180,156.334117
-24.904026,19,156.368702
-41.177529,21,156.407983
-22.71254,20,156.446018
-39.329936,31,156.502665
-235.912112,114,156.72314
-59.576789,41,156.81157
-121.066202,75,156.959474
-1563.755721,1000,160.583154
-106.349231,54,160.696455
-120.574766,65,160.829939
-249.825464,150,161.119556
-31.934493,21,161.157223
-143.117196,84,161.310777
-80.030628,39,161.38218
-428.901386,234,161.819613
-20.905442,11,161.840625
-88.462657,49,161.927433
-61.357047,29,161.98176
-14.452633,15,162.009014
-24.764948,17,162.040588
-42.629535,16,162.069679
-56.429138,25,162.114764
-105.909656,34,162.177084
-73.777548,35,162.242391
-1530.911787,1000,165.863662
-80.830162,35,165.935219
-36.273013,27,165.990208
-47.233877,19,166.028693
-57.003476,51,166.134194
-24.644452,13,166.16231
-12.756414,18,166.201119
-85.669407,39,166.284811
-39.149583,16,166.316954
-43.899279,29,166.375917
-12.390447,11,166.398591
-9.743348,8,166.414286
-152.226135,80,166.576238
-10.120587,17,166.616559
-21.35434,14,166.646279
-74.216677,78,166.791401
-45.32564,30,166.852277
-165.301079,78,166.993594
-87.175377,43,167.07115
-22.229005,16,167.100663
-127.362416,81,167.250751
-32.808312,59,167.357166
-104.869405,50,167.45009
-52.635487,36,167.518185
-91.307442,51,167.612269
-9.520532,13,167.635795
-26.034242,14,167.661337
-201.566644,103,167.84988
-36.773058,26,167.902962
-69.291292,55,168.006492
-32.726304,27,168.056444
-23.165426,13,168.081341
-129.390207,77,168.227775
-18.185388,18,168.26099
-61.72115,44,168.3401
-149.217164,75,168.475691
-53.50544,33,168.53648
-43.460267,36,168.603445
-246.717745,105,168.808224
-22.850692,22,168.849954
-55.101505,45,168.934756
-32.239681,33,170.691323
-57.107137,22,170.735342
-323.652004,189,171.108387
-83.701762,65,171.239831
-31.50337,22,171.284678
-44.252831,32,171.350743
-59.80219,54,171.461373
-36.31706,26,171.517648
