#{"t_start": 1524086290.5772145, "env_id": "Ant-v2"}
r,l,t
-205.337889,116,131.48526
-54.489065,30,131.523423
-42.164778,20,131.549422
-49.539808,29,131.588449
-42.812646,39,131.641016
-26.220759,15,131.660994
-34.354644,31,131.70383
-30.166678,14,131.721981
-29.349994,28,131.757503
-162.739669,97,131.885572
-65.296496,53,131.955106
-97.179611,53,132.030984
-23.037823,30,132.073112
-45.68434,24,132.109003
-67.035719,23,132.1421
-100.860907,54,132.221324
-62.904162,44,132.282313
-54.359805,28,132.320513
-50.263908,34,132.366214
-74.088944,56,132.441209
-19.465972,19,132.46643
-65.398634,88,132.588648
-133.404954,104,132.731575
-32.82746,21,132.759083
-130.110113,78,132.863559
-33.627381,17,132.886805
-48.471806,49,132.951986
-14.246757,20,132.978805
-50.284939,38,133.028533
-163.638105,107,133.171261
-46.605959,24,133.203126
-1433.791204,1000,135.449446
-66.374771,31,135.489236
-56.627316,38,135.537809
-198.11047,88,135.650995
-1392.422187,1000,138.170313
-24.653946,20,138.195783
-72.368009,54,138.264032
-1387.487862,1000,139.585796
-1309.571773,1000,141.924059
-111.426151,77,142.028035
-26.153524,18,142.052588
-32.993,32,142.095872
-66.422736,51,142.167715
-24.38502,13,142.185714
-196.384619,113,142.337449
-31.398255,24,142.369882
-127.317784,62,142.453693
-42.567232,29,142.493194
-56.975461,50,142.561315
-64.734004,39,142.614214
-30.956978,17,142.637203
-28.460962,12,142.653569
-55.76684,31,142.697485
-35.482168,53,142.770233
-33.972814,14,142.789791
-161.098421,79,142.896991
-39.416135,20,142.924196
-1300.632777,1000,144.328026
-206.958372,88,144.445888
-68.23782,47,144.508786
-44.621469,21,144.537033
-25.014899,15,144.557253
-69.538658,40,145.883075
-20.205,13,145.902881
-19.041039,18,145.930724
-1262.668939,1000,147.433459
-71.234211,28,147.472151
-8.437837,15,147.492801
-214.002216,109,147.642736
-64.759687,60,147.730568
-52.660957,42,147.788245
-51.952739,30,147.829026
-3.913247,13,147.846692
-121.712804,72,147.94719
-85.323854,45,148.009805
-91.562209,50,148.081836
-20.524849,25,148.118639
-9.833243,14,148.138968
-29.736959,22,148.171674
-17.728773,17,148.195852
-61.603435,62,148.285465
-34.995588,38,148.339913
-32.159188,27,148.378618
-73.750536,37,148.434195
-124.762554,58,148.520909
-59.578706,40,148.580558
-30.157645,12,148.598824
-66.77459,31,148.644717
-74.437265,26,148.68657
-117.514125,50,148.756801
-13.026162,11,148.772402
-36.147811,17,148.796367
-20.517632,15,148.818091
-43.315887,21,148.847669
-17.518131,12,148.864606
-53.995609,19,149.775731
-64.842803,31,149.817078
-13.644364,13,149.834713
-60.844022,36,149.882461
-43.901321,41,149.936887
-17.019916,14,149.955758
-37.095773,21,149.983696
-92.748759,68,150.073986
-99.894183,74,150.174428
-132.497537,61,150.255158
-126.457333,42,150.311136
-108.486094,68,150.402141
-11.761664,11,150.417093
-270.362121,195,150.676459
-83.110846,42,150.732293
-10.905881,16,150.75363
-23.316432,14,150.772271
-75.450671,82,150.880724
