#{"t_start": 1524074887.627351, "env_id": "Ant-v2"}
r,l,t
-59.247391,43,203.790589
-13.936985,14,203.815219
-49.334794,30,203.871885
-50.240499,33,203.932083
-17.860541,11,203.951426
-165.020066,77,204.089316
-133.698889,49,204.177671
-150.805677,96,204.350068
-205.337889,116,204.585882
-54.489065,30,204.646914
-42.164778,20,204.687712
-49.539808,29,204.747249
-42.812646,39,204.827724
-26.220759,15,204.857963
-34.354644,31,204.920874
-30.166678,14,204.948863
-29.349994,28,205.006029
-162.739669,97,205.229913
-65.296496,53,205.349759
-97.179611,53,205.467986
-23.037823,30,205.534279
-45.68434,24,205.587515
-67.035719,23,205.639839
-100.860907,54,205.762593
-62.904162,44,205.862807
-54.359805,28,205.920179
-50.263908,34,205.986778
-74.088944,56,206.103567
-19.465972,19,206.14116
-65.398634,88,206.316091
-133.404954,104,206.51897
-32.82746,21,206.554815
-130.110113,78,206.698523
-33.627381,17,206.729416
-48.471806,49,206.817199
-14.246757,20,206.853307
-50.284939,38,206.922727
-163.638105,107,207.114333
-46.605959,24,207.157812
-1433.791204,1000,210.623414
-66.374771,31,210.696873
-56.627316,38,210.7882
-198.11047,88,210.989013
-1392.422187,1000,214.599439
-24.653946,20,214.636461
-72.368009,54,214.733835
-1387.487862,1000,216.813273
-1309.571773,1000,220.463295
-111.426151,77,220.603849
-26.153524,18,220.639418
-32.993,32,220.697766
-66.422736,51,220.789393
-24.38502,13,220.813287
-196.384619,113,221.016972
-31.398255,24,221.060994
-127.317784,62,221.173902
-42.567232,29,221.232145
-56.975461,50,221.330437
-64.734004,39,221.41073
-30.956978,17,221.444643
-28.460962,12,221.468878
-55.76684,31,221.530663
-35.482168,53,221.639328
-33.972814,14,221.667035
-161.098421,79,221.826153
-39.416135,20,221.866225
-1300.632777,1000,223.935404
-206.958372,88,224.093992
-68.23782,47,224.178355
-44.621469,21,224.216812
-25.014899,15,224.244772
-69.538658,40,225.918458
-20.205,13,225.946142
-19.041039,18,225.981453
-1262.668939,1000,228.080912
-71.234211,28,228.147716
-8.437837,15,228.183555
-214.002216,109,228.434277
-64.759687,60,228.563748
-52.660957,42,228.652264
-51.952739,30,228.720899
-3.913247,13,228.748151
-121.712804,72,228.895155
-85.323854,45,228.985372
-91.562209,50,229.090316
-20.524849,25,229.14052
-9.833243,14,229.168416
-29.736959,22,229.213381
-17.728773,17,229.247905
-61.603435,62,229.3724
-34.995588,38,229.449046
-32.159188,27,229.501812
-73.750536,37,229.570014
-124.762554,58,229.678386
-59.578706,40,229.752325
-30.157645,12,229.774469
-66.77459,31,229.830862
-74.437265,26,229.877524
-117.514125,50,229.969525
-13.026162,11,229.990144
-36.147811,17,230.021015
-20.517632,15,230.048653
-43.315887,21,230.087923
-17.518131,12,230.109798
-53.995609,19,231.62747
-64.842803,31,231.684247
-13.644364,13,231.712025
-60.844022,36,231.779166
-43.901321,41,231.855133
-17.019916,14,231.880279
-37.095773,21,231.919794
-92.748759,68,232.043911
-99.894183,74,232.178355
-132.497537,61,232.294836
-126.457333,42,232.374956
-108.486094,68,232.506692
-11.761664,11,232.529872
-270.362121,195,232.925433
-83.110846,42,233.009999
-10.905881,16,233.043339
-23.316432,14,233.072025
-75.450671,82,233.239152
-35.345765,27,233.294708
-89.48881,49,233.392395
-1.889537,25,233.441997
-29.77892,19,233.47879
-4.242934,21,233.519604
-28.468011,22,233.563305
-216.548951,186,233.979133
-26.96083,12,234.005266
-18.623969,32,234.066293
-57.367048,30,234.125683
-26.902876,23,234.172483
-38.930233,29,234.232041
-31.94828,13,234.257981
-52.357294,39,234.336247
-19.609361,16,234.36867
-202.933377,101,234.569808
-131.692571,71,234.710304
-44.655713,32,234.774687
-10.576051,19,234.814008
-64.684711,57,234.930563
-36.466147,33,234.996989
-37.159931,21,235.038167
-21.950858,45,235.12105
-35.091295,46,235.206465
-142.523558,110,235.40664
-1324.899932,1000,238.873946
-33.665721,14,238.902119
-11.596568,12,238.927253
-1235.084114,1000,241.010359
-1270.935398,1000,244.45584
-20.5872,11,244.478617
-51.49814,35,244.551057
-14.111902,13,244.578914
-88.8538,77,244.744956
-39.604949,16,244.781638
-58.026344,37,244.867807
-27.538839,15,244.902529
-67.093577,44,245.002244
-94.450948,59,245.132632
-17.463306,13,245.158196
-121.418373,60,245.279233
-124.95652,102,245.488291
-18.476809,11,245.510803
-22.712484,48,245.608678
-75.506958,42,245.69678
-73.88664,43,245.786788
-3.275207,12,245.811947
-6.69298,15,245.843277
-130.930759,71,245.989928
-188.582641,162,246.312093
-13.150968,25,246.358095
-58.853059,55,246.462428
-21.042375,11,246.481979
-151.722269,96,246.654324
-16.189384,12,246.676631
-17.562229,14,246.712561
-23.30917,19,246.756795
-30.384099,32,246.824033
-37.8591,25,246.890292
-20.327756,18,248.440908
-19.802679,13,248.46465
-19.37151,12,248.492566
-191.575076,116,248.709899
